,centroid,shape_id,cx,cy,id
591,POINT (5184614.875921925 3796487.7302933647),19.0,5184614.875921925,3796487.7302933647,neg591
592,POINT (5179574.521545705 3795815.084020642),19.0,5179574.521545705,3795815.084020642,neg592
593,POINT (5180589.635562245 3792146.640571063),19.0,5180589.635562245,3792146.640571063,neg593
594,POINT (5184989.006044041 3796325.562302878),19.0,5184989.006044041,3796325.562302878,neg594
595,POINT (5186482.739855625 3796700.429168671),19.0,5186482.739855625,3796700.429168671,neg595
596,POINT (5181381.187994482 3797557.279813455),19.0,5181381.187994482,3797557.279813455,neg596
597,POINT (5182529.295996384 3797772.238036747),19.0,5182529.295996384,3797772.238036747,neg597
598,POINT (5185312.188146958 3795501.1540903323),19.0,5185312.188146958,3795501.1540903323,neg598
599,POINT (5183557.196644023 3795851.1438119905),19.0,5183557.196644023,3795851.1438119905,neg599
600,POINT (4938356.930401494 3767201.070026324),20.0,4938356.930401494,3767201.070026324,neg600
601,POINT (4938594.159542583 3763760.1555723906),20.0,4938594.159542583,3763760.1555723906,neg601
602,POINT (4933855.908626629 3767083.378310666),20.0,4933855.908626629,3767083.378310666,neg602
603,POINT (4939060.191549852 3763855.9292343426),20.0,4939060.191549852,3763855.9292343426,neg603
604,POINT (4934590.282903078 3760833.994671122),20.0,4934590.282903078,3760833.994671122,neg604
605,POINT (4935566.686043769 3769896.964502454),20.0,4935566.686043769,3769896.964502454,neg605
606,POINT (4936054.4661782915 3766120.2451601718),20.0,4936054.4661782915,3766120.2451601718,neg606
607,POINT (4937394.557407829 3767865.154295952),20.0,4937394.557407829,3767865.154295952,neg607
608,POINT (4937287.336863073 3764772.782245141),20.0,4937287.336863073,3764772.782245141,neg608
609,POINT (4934455.264760518 3765244.4779560072),20.0,4934455.264760518,3765244.4779560072,neg609
610,POINT (4933829.521923874 3763405.334052022),20.0,4933829.521923874,3763405.334052022,neg610
611,POINT (4934630.761990616 3761290.2513926933),20.0,4934630.761990616,3761290.2513926933,neg611
612,POINT (4935319.589060025 3765828.7889297735),20.0,4935319.589060025,3765828.7889297735,neg612
613,POINT (4935502.401911885 3763822.534688167),20.0,4935502.401911885,3763822.534688167,neg613
614,POINT (4933459.447964496 3761436.1602390134),20.0,4933459.447964496,3761436.1602390134,neg614
615,POINT (4933500.597365455 3766191.3834338393),20.0,4933500.597365455,3766191.3834338393,neg615
616,POINT (4933304.499816232 3763692.264772477),20.0,4933304.499816232,3763692.264772477,neg616
617,POINT (4933151.935108417 3766829.4748362303),20.0,4933151.935108417,3766829.4748362303,neg617
618,POINT (4933924.376449054 3767572.906684935),20.0,4933924.376449054,3767572.906684935,neg618
619,POINT (4932646.145138528 3764634.5603897925),20.0,4932646.145138528,3764634.5603897925,neg619
620,POINT (4935518.135664242 3768506.9962684065),20.0,4935518.135664242,3768506.9962684065,neg620
621,POINT (4933738.875466604 3760729.7111272067),20.0,4933738.875466604,3760729.7111272067,neg621
622,POINT (4939578.619716981 3764078.7857086435),20.0,4939578.619716981,3764078.7857086435,neg622
623,POINT (4937407.901145546 3763454.8545228136),20.0,4937407.901145546,3763454.8545228136,neg623
624,POINT (4933784.536162792 3761159.283042309),20.0,4933784.536162792,3761159.283042309,neg624
625,POINT (4937887.012362849 3768030.5227400647),20.0,4937887.012362849,3768030.5227400647,neg625
626,POINT (4934786.887287543 3769305.7611882524),20.0,4934786.887287543,3769305.7611882524,neg626
627,POINT (4933399.227976648 3764249.3497670814),20.0,4933399.227976648,3764249.3497670814,neg627
628,POINT (4933203.227658785 3766088.5696158283),20.0,4933203.227658785,3766088.5696158283,neg628
629,POINT (4935202.194483384 3768592.9245456597),20.0,4935202.194483384,3768592.9245456597,neg629
630,POINT (4933188.861409835 3767698.678190201),20.0,4933188.861409835,3767698.678190201,neg630
631,POINT (4936185.651110688 3768208.1059011715),20.0,4936185.651110688,3768208.1059011715,neg631
632,POINT (4937533.943647801 3764323.9817866012),20.0,4937533.943647801,3764323.9817866012,neg632
633,POINT (4934715.3552501155 3768245.0066953977),20.0,4934715.3552501155,3768245.0066953977,neg633
634,POINT (4933088.18655648 3762553.3669391335),20.0,4933088.18655648,3762553.3669391335,neg634
635,POINT (4937246.564964372 3770133.8229283975),20.0,4937246.564964372,3770133.8229283975,neg635
636,POINT (4936710.366080056 3768126.445151161),20.0,4936710.366080056,3768126.445151161,neg636
637,POINT (4937654.941970778 3761982.92221918),20.0,4937654.941970778,3761982.92221918,neg637
638,POINT (4939100.70667725 3763840.2294028057),20.0,4939100.70667725,3763840.2294028057,neg638
639,POINT (4934437.614146246 3764871.937870933),20.0,4934437.614146246,3764871.937870933,neg639
640,POINT (4938192.672954871 3762393.4980579107),20.0,4938192.672954871,3762393.4980579107,neg640
641,POINT (4933365.983791109 3763742.768560658),20.0,4933365.983791109,3763742.768560658,neg641
642,POINT (4932717.842608273 3765628.3853446925),20.0,4932717.842608273,3765628.3853446925,neg642
643,POINT (4935786.122741009 3770161.5619452693),20.0,4935786.122741009,3770161.5619452693,neg643
644,POINT (4934343.30634903 3762177.5962291583),20.0,4934343.30634903,3762177.5962291583,neg644
645,POINT (4935783.810029341 3761937.515325635),20.0,4935783.810029341,3761937.515325635,neg645
646,POINT (4934737.693200199 3767883.0810558856),20.0,4934737.693200199,3767883.0810558856,neg646
647,POINT (4935718.487436246 3763253.261240621),20.0,4935718.487436246,3763253.261240621,neg647
648,POINT (4933999.067460443 3767638.169664191),20.0,4933999.067460443,3767638.169664191,neg648
649,POINT (4937530.292527252 3766083.836220755),20.0,4937530.292527252,3766083.836220755,neg649
650,POINT (5087351.255119105 3620734.5235497737),21.0,5087351.255119105,3620734.5235497737,neg650
651,POINT (5097913.92296604 3614144.7939554993),21.0,5097913.92296604,3614144.7939554993,neg651
652,POINT (5097153.0767794615 3618971.8890401907),21.0,5097153.0767794615,3618971.8890401907,neg652
653,POINT (5091563.751128118 3622570.812083628),21.0,5091563.751128118,3622570.812083628,neg653
654,POINT (5094869.977658199 3618605.3671524357),21.0,5094869.977658199,3618605.3671524357,neg654
655,POINT (5092914.441408888 3618435.5958924796),21.0,5092914.441408888,3618435.5958924796,neg655
656,POINT (5091250.984709063 3617243.8686886225),21.0,5091250.984709063,3617243.8686886225,neg656
657,POINT (5094200.842827826 3618933.616291799),21.0,5094200.842827826,3618933.616291799,neg657
658,POINT (5092331.162804056 3623016.4880144172),21.0,5092331.162804056,3623016.4880144172,neg658
659,POINT (5087177.853147056 3622194.0669847676),21.0,5087177.853147056,3622194.0669847676,neg659
660,POINT (5098737.452427964 3614749.553296697),21.0,5098737.452427964,3614749.553296697,neg660
661,POINT (5092142.60708699 3616024.427855232),21.0,5092142.60708699,3616024.427855232,neg661
662,POINT (5091340.423036819 3617849.810415158),21.0,5091340.423036819,3617849.810415158,neg662
663,POINT (5098850.465945078 3615994.806102748),21.0,5098850.465945078,3615994.806102748,neg663
664,POINT (5088952.963507468 3617919.409434782),21.0,5088952.963507468,3617919.409434782,neg664
665,POINT (5096169.86742328 3617062.1320892004),21.0,5096169.86742328,3617062.1320892004,neg665
666,POINT (5096578.363477603 3619141.6809735703),21.0,5096578.363477603,3619141.6809735703,neg666
667,POINT (5089027.472369236 3623205.463943765),21.0,5089027.472369236,3623205.463943765,neg667
668,POINT (5090333.192660847 3619496.9842815916),21.0,5090333.192660847,3619496.9842815916,neg668
669,POINT (5092916.912685319 3620231.9083712436),21.0,5092916.912685319,3620231.9083712436,neg669
670,POINT (5091387.93965065 3620727.5835897927),21.0,5091387.93965065,3620727.5835897927,neg670
671,POINT (5090150.627031542 3621329.5778768957),21.0,5090150.627031542,3621329.5778768957,neg671
672,POINT (5088941.053924743 3622891.1898258124),21.0,5088941.053924743,3622891.1898258124,neg672
673,POINT (5098330.742023751 3616210.210102194),21.0,5098330.742023751,3616210.210102194,neg673
674,POINT (5094499.77048367 3620641.2604671707),21.0,5094499.77048367,3620641.2604671707,neg674
675,POINT (5096090.685614684 3617002.779872834),21.0,5096090.685614684,3617002.779872834,neg675
676,POINT (5094682.87103648 3620836.6791184545),21.0,5094682.87103648,3620836.6791184545,neg676
677,POINT (5086032.592422609 3619746.245056959),21.0,5086032.592422609,3619746.245056959,neg677
678,POINT (5099508.918248888 3614698.908388976),21.0,5099508.918248888,3614698.908388976,neg678
679,POINT (5094563.510641883 3614274.459993346),21.0,5094563.510641883,3614274.459993346,neg679
680,POINT (5095673.665174983 3615533.3887588778),21.0,5095673.665174983,3615533.3887588778,neg680
681,POINT (5093564.720291873 3621804.0884915297),21.0,5093564.720291873,3621804.0884915297,neg681
682,POINT (5099300.820986677 3614979.952662303),21.0,5099300.820986677,3614979.952662303,neg682
683,POINT (5102402.279137289 3611653.9432296176),21.0,5102402.279137289,3611653.9432296176,neg683
684,POINT (5090381.739902662 3623075.856681728),21.0,5090381.739902662,3623075.856681728,neg684
685,POINT (5096694.771772255 3616449.014124025),21.0,5096694.771772255,3616449.014124025,neg685
686,POINT (5090031.110834844 3621782.2173034986),21.0,5090031.110834844,3621782.2173034986,neg686
687,POINT (5087374.748051309 3620043.3323096177),21.0,5087374.748051309,3620043.3323096177,neg687
688,POINT (5088260.207994433 3619425.26937451),21.0,5088260.207994433,3619425.26937451,neg688
689,POINT (5098458.42336397 3613703.02010553),21.0,5098458.42336397,3613703.02010553,neg689
690,POINT (5096520.601012061 3613450.2873855266),21.0,5096520.601012061,3613450.2873855266,neg690
691,POINT (5101730.034505114 3610925.547108801),21.0,5101730.034505114,3610925.547108801,neg691
692,POINT (5091624.763718198 3616335.2700737766),21.0,5091624.763718198,3616335.2700737766,neg692
693,POINT (5092018.448392564 3621766.8423288786),21.0,5092018.448392564,3621766.8423288786,neg693
694,POINT (5095457.718161513 3613763.206460784),21.0,5095457.718161513,3613763.206460784,neg694
695,POINT (5087731.30501379 3622054.457143293),21.0,5087731.30501379,3622054.457143293,neg695
696,POINT (5100477.135416754 3613724.158983687),21.0,5100477.135416754,3613724.158983687,neg696
697,POINT (5095921.648143441 3616971.67104636),21.0,5095921.648143441,3616971.67104636,neg697
698,POINT (5089129.376242503 3618753.256501791),21.0,5089129.376242503,3618753.256501791,neg698
699,POINT (5087207.740225628 3621943.3786692475),21.0,5087207.740225628,3621943.3786692475,neg699
700,POINT (5098115.548925589 3613036.964052849),21.0,5098115.548925589,3613036.964052849,neg700
701,POINT (5097265.068465996 3612430.5657831407),21.0,5097265.068465996,3612430.5657831407,neg701
702,POINT (5102056.075575109 3610324.8586614206),21.0,5102056.075575109,3610324.8586614206,neg702
703,POINT (5097828.562017223 3616923.4907750986),21.0,5097828.562017223,3616923.4907750986,neg703
704,POINT (5097963.600190189 3612562.996218589),21.0,5097963.600190189,3612562.996218589,neg704
705,POINT (5092408.258158014 3617777.9638514603),21.0,5092408.258158014,3617777.9638514603,neg705
706,POINT (5093961.827415699 3615353.182974464),21.0,5093961.827415699,3615353.182974464,neg706
707,POINT (5093916.244531993 3616726.0812965785),21.0,5093916.244531993,3616726.0812965785,neg707
708,POINT (5094186.423717758 3616151.0482093683),21.0,5094186.423717758,3616151.0482093683,neg708
709,POINT (5089361.220793341 3624207.42129595),21.0,5089361.220793341,3624207.42129595,neg709
710,POINT (5089232.028238607 3622674.1992183165),21.0,5089232.028238607,3622674.1992183165,neg710
711,POINT (5089061.851097829 3621572.498550582),21.0,5089061.851097829,3621572.498550582,neg711
712,POINT (5098809.426205097 3615889.827024398),21.0,5098809.426205097,3615889.827024398,neg712
713,POINT (5095733.743764818 3617611.1016830103),21.0,5095733.743764818,3617611.1016830103,neg713
714,POINT (5094454.3846474495 3615904.605879937),21.0,5094454.3846474495,3615904.605879937,neg714
715,POINT (5092164.29692331 3616220.652171782),21.0,5092164.29692331,3616220.652171782,neg715
716,POINT (5090237.657412308 3623383.997493022),21.0,5090237.657412308,3623383.997493022,neg716
717,POINT (5098888.582479281 3617496.938205436),21.0,5098888.582479281,3617496.938205436,neg717
718,POINT (5095962.28948188 3617818.766424068),21.0,5095962.28948188,3617818.766424068,neg718
719,POINT (5090840.746315641 3617310.6275814646),21.0,5090840.746315641,3617310.6275814646,neg719
720,POINT (5099454.750516014 3614458.8043312826),21.0,5099454.750516014,3614458.8043312826,neg720
721,POINT (5103023.230085438 3612102.174047856),21.0,5103023.230085438,3612102.174047856,neg721
722,POINT (5098039.825450675 3617615.47623392),21.0,5098039.825450675,3617615.47623392,neg722
723,POINT (5090644.4713603435 3623256.069214685),21.0,5090644.4713603435,3623256.069214685,neg723
724,POINT (5098193.195785449 3618517.139589836),21.0,5098193.195785449,3618517.139589836,neg724
725,POINT (5089847.836217516 3619721.116356159),21.0,5089847.836217516,3619721.116356159,neg725
726,POINT (5090021.116345498 3621650.2438461687),21.0,5090021.116345498,3621650.2438461687,neg726
727,POINT (5098688.776437929 3615786.6092687203),21.0,5098688.776437929,3615786.6092687203,neg727
728,POINT (5087855.990176482 3622691.1356976065),21.0,5087855.990176482,3622691.1356976065,neg728
729,POINT (5088746.806158505 3620902.8402813785),21.0,5088746.806158505,3620902.8402813785,neg729
730,POINT (5096378.366827768 3617029.4422969986),21.0,5096378.366827768,3617029.4422969986,neg730
731,POINT (5093256.648630972 3621054.684017542),21.0,5093256.648630972,3621054.684017542,neg731
732,POINT (5098357.780314163 3614891.824164023),21.0,5098357.780314163,3614891.824164023,neg732
733,POINT (5098324.260352783 3612699.863295487),21.0,5098324.260352783,3612699.863295487,neg733
734,POINT (5101634.864362246 3613744.213029882),21.0,5101634.864362246,3613744.213029882,neg734
735,POINT (5102759.7619544035 3612439.471891979),21.0,5102759.7619544035,3612439.471891979,neg735
736,POINT (5091870.12624198 3619983.0704026464),21.0,5091870.12624198,3619983.0704026464,neg736
737,POINT (5096157.960839073 3616253.892097222),21.0,5096157.960839073,3616253.892097222,neg737
738,POINT (5092228.776880672 3616842.5165779353),21.0,5092228.776880672,3616842.5165779353,neg738
739,POINT (5096890.585464938 3614044.5028237947),21.0,5096890.585464938,3614044.5028237947,neg739
740,POINT (5091354.213491214 3616219.2834901665),21.0,5091354.213491214,3616219.2834901665,neg740
741,POINT (5091629.821210764 3618621.3129029083),21.0,5091629.821210764,3618621.3129029083,neg741
742,POINT (5100249.3000120325 3611303.12765728),21.0,5100249.3000120325,3611303.12765728,neg742
743,POINT (5095395.9367616605 3619112.6217918512),21.0,5095395.9367616605,3619112.6217918512,neg743
744,POINT (5100156.988977293 3610764.6512843077),21.0,5100156.988977293,3610764.6512843077,neg744
745,POINT (5088380.573333228 3621619.4380198405),21.0,5088380.573333228,3621619.4380198405,neg745
746,POINT (5088424.53157345 3622114.471677726),21.0,5088424.53157345,3622114.471677726,neg746
747,POINT (5092915.481691594 3616205.335769345),21.0,5092915.481691594,3616205.335769345,neg747
748,POINT (5092843.788304932 3617570.984466836),21.0,5092843.788304932,3617570.984466836,neg748
749,POINT (5090549.838503768 3618229.061677089),21.0,5090549.838503768,3618229.061677089,neg749
750,POINT (4938159.60909576 3935105.4811664703),22.0,4938159.60909576,3935105.4811664703,neg750
751,POINT (4936615.678936192 3939684.956494355),22.0,4936615.678936192,3939684.956494355,neg751
752,POINT (4938657.08709236 3938279.4531247173),22.0,4938657.08709236,3938279.4531247173,neg752
753,POINT (4934605.623139355 3936963.360143924),22.0,4934605.623139355,3936963.360143924,neg753
754,POINT (4931799.650450814 3932248.76891511),22.0,4931799.650450814,3932248.76891511,neg754
755,POINT (4937628.8936578175 3936922.457265588),22.0,4937628.8936578175,3936922.457265588,neg755
756,POINT (4939465.415664649 3938628.3560982994),22.0,4939465.415664649,3938628.3560982994,neg756
757,POINT (4931153.370212051 3943182.391038114),22.0,4931153.370212051,3943182.391038114,neg757
758,POINT (4931563.15075703 3935284.8092762986),22.0,4931563.15075703,3935284.8092762986,neg758
759,POINT (4938218.951394125 3939006.6143087097),22.0,4938218.951394125,3939006.6143087097,neg759
760,POINT (4932064.104665843 3929609.473655408),22.0,4932064.104665843,3929609.473655408,neg760
761,POINT (4931345.876365501 3940669.919323463),22.0,4931345.876365501,3940669.919323463,neg761
762,POINT (4937301.222471763 3936149.2339958292),22.0,4937301.222471763,3936149.2339958292,neg762
763,POINT (4934036.902770622 3928485.262585813),22.0,4934036.902770622,3928485.262585813,neg763
764,POINT (4932093.250543549 3932951.7632672326),22.0,4932093.250543549,3932951.7632672326,neg764
765,POINT (4936831.936674295 3931367.766549438),22.0,4936831.936674295,3931367.766549438,neg765
766,POINT (4932675.237833981 3933980.458665249),22.0,4932675.237833981,3933980.458665249,neg766
767,POINT (4930051.404903717 3937966.6584647163),22.0,4930051.404903717,3937966.6584647163,neg767
768,POINT (4936599.547862791 3932496.5130726965),22.0,4936599.547862791,3932496.5130726965,neg768
769,POINT (4934582.159496387 3936476.855812057),22.0,4934582.159496387,3936476.855812057,neg769
770,POINT (4936589.188384641 3930727.99282013),22.0,4936589.188384641,3930727.99282013,neg770
771,POINT (4935108.722294774 3929958.9396494627),22.0,4935108.722294774,3929958.9396494627,neg771
772,POINT (4936197.823341648 3935394.546973442),22.0,4936197.823341648,3935394.546973442,neg772
773,POINT (4933319.182634188 3937885.9836352407),22.0,4933319.182634188,3937885.9836352407,neg773
774,POINT (4935953.937394375 3931621.3347162963),22.0,4935953.937394375,3931621.3347162963,neg774
775,POINT (4932502.124555 3939537.8035212685),22.0,4932502.124555,3939537.8035212685,neg775
776,POINT (4934256.527380185 3944290.2794835367),22.0,4934256.527380185,3944290.2794835367,neg776
777,POINT (4934841.923033027 3942260.7166217924),22.0,4934841.923033027,3942260.7166217924,neg777
778,POINT (4938383.641667045 3939701.7289068615),22.0,4938383.641667045,3939701.7289068615,neg778
779,POINT (4934053.5931160245 3942307.1977653545),22.0,4934053.5931160245,3942307.1977653545,neg779
780,POINT (4935056.792989922 3932507.5143620814),22.0,4935056.792989922,3932507.5143620814,neg780
781,POINT (4929565.026213444 3937929.2010998433),22.0,4929565.026213444,3937929.2010998433,neg781
782,POINT (4939043.059701787 3936923.831126726),22.0,4939043.059701787,3936923.831126726,neg782
783,POINT (4933005.0949570825 3929017.5750105917),22.0,4933005.0949570825,3929017.5750105917,neg783
784,POINT (4935959.629209638 3933253.317904789),22.0,4935959.629209638,3933253.317904789,neg784
785,POINT (4932453.825738884 3940095.6211887007),22.0,4932453.825738884,3940095.6211887007,neg785
786,POINT (4930632.003677553 3935174.2613930856),22.0,4930632.003677553,3935174.2613930856,neg786
787,POINT (4935282.948603831 3935280.759292145),22.0,4935282.948603831,3935280.759292145,neg787
788,POINT (4931746.716003238 3942617.399815709),22.0,4931746.716003238,3942617.399815709,neg788
789,POINT (4932905.265174992 3929943.8576574605),22.0,4932905.265174992,3929943.8576574605,neg789
790,POINT (4936020.41222008 3930274.383168421),22.0,4936020.41222008,3930274.383168421,neg790
791,POINT (4930733.903290918 3936896.10803251),22.0,4930733.903290918,3936896.10803251,neg791
792,POINT (4933646.639233306 3938809.9835663177),22.0,4933646.639233306,3938809.9835663177,neg792
793,POINT (4935143.953757042 3936849.186466263),22.0,4935143.953757042,3936849.186466263,neg793
794,POINT (4938004.320672578 3940261.4729015515),22.0,4938004.320672578,3940261.4729015515,neg794
795,POINT (4935507.118140387 3936127.7283325074),22.0,4935507.118140387,3936127.7283325074,neg795
796,POINT (4934042.0206637755 3937990.3131476426),22.0,4934042.0206637755,3937990.3131476426,neg796
797,POINT (4938817.741903216 3936303.0209348174),22.0,4938817.741903216,3936303.0209348174,neg797
798,POINT (4934789.8719081385 3932126.2439475195),22.0,4934789.8719081385,3932126.2439475195,neg798
799,POINT (4937373.893994393 3934040.2844891828),22.0,4937373.893994393,3934040.2844891828,neg799
800,POINT (4935984.592804029 3939772.6638652836),22.0,4935984.592804029,3939772.6638652836,neg800
801,POINT (4935818.571261282 3930268.3702648473),22.0,4935818.571261282,3930268.3702648473,neg801
802,POINT (4932273.097649027 3930932.649282547),22.0,4932273.097649027,3930932.649282547,neg802
803,POINT (4936577.800286587 3936035.4794036224),22.0,4936577.800286587,3936035.4794036224,neg803
804,POINT (4937262.336802842 3933670.8698481177),22.0,4937262.336802842,3933670.8698481177,neg804
805,POINT (4938658.9630910205 3939042.6171410824),22.0,4938658.9630910205,3939042.6171410824,neg805
806,POINT (4929321.392078336 3939976.045784488),22.0,4929321.392078336,3939976.045784488,neg806
807,POINT (4936560.352053129 3930979.737517807),22.0,4936560.352053129,3930979.737517807,neg807
808,POINT (4931174.454695268 3937711.8244901574),22.0,4931174.454695268,3937711.8244901574,neg808
809,POINT (4932915.340034792 3931876.125460625),22.0,4932915.340034792,3931876.125460625,neg809
810,POINT (4935236.064606373 3933464.01818588),22.0,4935236.064606373,3933464.01818588,neg810
811,POINT (4938457.933842333 3933321.954596035),22.0,4938457.933842333,3933321.954596035,neg811
812,POINT (4938086.158050701 3936895.7798713744),22.0,4938086.158050701,3936895.7798713744,neg812
813,POINT (4932587.692374406 3928469.8208790696),22.0,4932587.692374406,3928469.8208790696,neg813
814,POINT (4931931.335325901 3931319.027370791),22.0,4931931.335325901,3931319.027370791,neg814
815,POINT (4933530.597932362 3938123.2050715624),22.0,4933530.597932362,3938123.2050715624,neg815
816,POINT (4937441.563372045 3939911.461749348),22.0,4937441.563372045,3939911.461749348,neg816
817,POINT (4932886.218367829 3937488.660843424),22.0,4932886.218367829,3937488.660843424,neg817
818,POINT (4939996.911644828 3935282.584927979),22.0,4939996.911644828,3935282.584927979,neg818
819,POINT (4931696.906065303 3942177.269346055),22.0,4931696.906065303,3942177.269346055,neg819
820,POINT (4929951.300767929 3941387.599004179),22.0,4929951.300767929,3941387.599004179,neg820
821,POINT (4935010.087178806 3943752.669299484),22.0,4935010.087178806,3943752.669299484,neg821
822,POINT (4937171.008217149 3935521.0434927153),22.0,4937171.008217149,3935521.0434927153,neg822
823,POINT (4933764.702824296 3937656.204134699),22.0,4933764.702824296,3937656.204134699,neg823
824,POINT (4930108.910976891 3941968.9701200537),22.0,4930108.910976891,3941968.9701200537,neg824
825,POINT (4930725.033430274 3942147.845476196),22.0,4930725.033430274,3942147.845476196,neg825
826,POINT (4930305.714077671 3936920.6654449883),22.0,4930305.714077671,3936920.6654449883,neg826
827,POINT (4934914.949042762 3936392.2870299737),22.0,4934914.949042762,3936392.2870299737,neg827
828,POINT (4936577.086923944 3938432.119397274),22.0,4936577.086923944,3938432.119397274,neg828
829,POINT (4936805.319731107 3931719.324305571),22.0,4936805.319731107,3931719.324305571,neg829
830,POINT (4932361.262930167 3934355.5002587656),22.0,4932361.262930167,3934355.5002587656,neg830
831,POINT (4930835.344888775 3942433.4822371043),22.0,4930835.344888775,3942433.4822371043,neg831
832,POINT (4937282.569548642 3932033.165023081),22.0,4937282.569548642,3932033.165023081,neg832
833,POINT (4937129.028170765 3939815.920545531),22.0,4937129.028170765,3939815.920545531,neg833
834,POINT (4932989.28915136 3928829.4853419233),22.0,4932989.28915136,3928829.4853419233,neg834
835,POINT (4938469.018902421 3936896.652080382),22.0,4938469.018902421,3936896.652080382,neg835
836,POINT (4936861.12826541 3938902.781557652),22.0,4936861.12826541,3938902.781557652,neg836
837,POINT (4936719.787226343 3942133.1725172703),22.0,4936719.787226343,3942133.1725172703,neg837
838,POINT (4937824.139665761 3933438.608315808),22.0,4937824.139665761,3933438.608315808,neg838
839,POINT (4931772.959641162 3934435.7825805065),22.0,4931772.959641162,3934435.7825805065,neg839
840,POINT (4934788.73254648 3936096.4426949304),22.0,4934788.73254648,3936096.4426949304,neg840
841,POINT (4933648.344856732 3931634.861196487),22.0,4933648.344856732,3931634.861196487,neg841
842,POINT (4931728.472770045 3942406.4032669375),22.0,4931728.472770045,3942406.4032669375,neg842
843,POINT (4933457.252463904 3928060.175032779),22.0,4933457.252463904,3928060.175032779,neg843
844,POINT (4939691.134944789 3933899.417496474),22.0,4939691.134944789,3933899.417496474,neg844
845,POINT (4930949.180613125 3943305.752016402),22.0,4930949.180613125,3943305.752016402,neg845
846,POINT (4937077.305533752 3936067.800669695),22.0,4937077.305533752,3936067.800669695,neg846
847,POINT (4941134.569672667 3935885.0305710672),22.0,4941134.569672667,3935885.0305710672,neg847
848,POINT (4934555.285205195 3934656.6593545587),22.0,4934555.285205195,3934656.6593545587,neg848
849,POINT (4936738.605116713 3937581.9891989394),22.0,4936738.605116713,3937581.9891989394,neg849
850,POINT (4953040.948573476 3942526.8638816844),23.0,4953040.948573476,3942526.8638816844,neg850
851,POINT (4950208.90107866 3940472.719582008),23.0,4950208.90107866,3940472.719582008,neg851
852,POINT (4947244.31465423 3938551.8483391353),23.0,4947244.31465423,3938551.8483391353,neg852
853,POINT (4952432.487108369 3943215.9764472647),23.0,4952432.487108369,3943215.9764472647,neg853
854,POINT (4948559.668530896 3936767.5225637695),23.0,4948559.668530896,3936767.5225637695,neg854
855,POINT (4955396.684581938 3941161.976365008),23.0,4955396.684581938,3941161.976365008,neg855
856,POINT (4947918.360045167 3939938.535816402),23.0,4947918.360045167,3939938.535816402,neg856
857,POINT (4947583.67864123 3936087.4670420554),23.0,4947583.67864123,3936087.4670420554,neg857
858,POINT (4958447.439311656 3942743.919213365),23.0,4958447.439311656,3942743.919213365,neg858
859,POINT (4949098.354395022 3939795.9984365995),23.0,4949098.354395022,3939795.9984365995,neg859
860,POINT (4949635.94913741 3941865.6123631853),23.0,4949635.94913741,3941865.6123631853,neg860
861,POINT (4940942.826699704 3946054.4675023756),23.0,4940942.826699704,3946054.4675023756,neg861
862,POINT (4941226.773816577 3947096.7345464323),23.0,4941226.773816577,3947096.7345464323,neg862
863,POINT (4947678.170708958 3945996.4457536),23.0,4947678.170708958,3945996.4457536,neg863
864,POINT (4941234.790839974 3947186.2714347774),23.0,4941234.790839974,3947186.2714347774,neg864
865,POINT (4950052.683449574 3945849.178125447),23.0,4950052.683449574,3945849.178125447,neg865
866,POINT (4949663.571517085 3941402.328886969),23.0,4949663.571517085,3941402.328886969,neg866
867,POINT (4947930.7487199325 3948025.959420247),23.0,4947930.7487199325,3948025.959420247,neg867
868,POINT (4941728.219050824 3949209.653508953),23.0,4941728.219050824,3949209.653508953,neg868
869,POINT (4952254.679862973 3940843.677333325),23.0,4952254.679862973,3940843.677333325,neg869
870,POINT (4956191.418851875 3943282.7734569474),23.0,4956191.418851875,3943282.7734569474,neg870
871,POINT (4949397.9927695105 3942779.6054256004),23.0,4949397.9927695105,3942779.6054256004,neg871
872,POINT (4949888.787142403 3939716.554327591),23.0,4949888.787142403,3939716.554327591,neg872
873,POINT (4941897.008568896 3951517.880312903),23.0,4941897.008568896,3951517.880312903,neg873
874,POINT (4948804.870377432 3935493.519818424),23.0,4948804.870377432,3935493.519818424,neg874
875,POINT (4939698.35541025 3945605.6707578492),23.0,4939698.35541025,3945605.6707578492,neg875
876,POINT (4942723.640653248 3945212.102555564),23.0,4942723.640653248,3945212.102555564,neg876
877,POINT (4947132.52677633 3949459.527509261),23.0,4947132.52677633,3949459.527509261,neg877
878,POINT (4943754.179295193 3946921.1779483906),23.0,4943754.179295193,3946921.1779483906,neg878
879,POINT (4950927.61361228 3942361.817073925),23.0,4950927.61361228,3942361.817073925,neg879
880,POINT (4939239.785382351 3945922.188768179),23.0,4939239.785382351,3945922.188768179,neg880
881,POINT (4942778.78675282 3944027.4990226096),23.0,4942778.78675282,3944027.4990226096,neg881
882,POINT (4951595.586660953 3936943.263235659),23.0,4951595.586660953,3936943.263235659,neg882
883,POINT (4949414.811619398 3937740.1674292237),23.0,4949414.811619398,3937740.1674292237,neg883
884,POINT (4950002.73608908 3941490.803007609),23.0,4950002.73608908,3941490.803007609,neg884
885,POINT (4948931.774386999 3943004.165484407),23.0,4948931.774386999,3943004.165484407,neg885
886,POINT (4943258.350672456 3941449.2386300825),23.0,4943258.350672456,3941449.2386300825,neg886
