,id,entry_id,cx,cy
2661,18223,LBB.318,4971359.041991952,3945656.490262007
2663,18224,LBB.319,4977849.5054397425,3955029.8691152823
2665,18226,LBB.322,4980995.8678599885,3954193.9482491636
2666,18227,LBB.323,4978555.54361114,3951837.072691963
2667,18236,LBB.330,4975855.043134834,3948931.798397426
2668,18237,LBB.331,4977463.656208321,3948956.918708026
2669,18228,LBB.324,4980008.634475418,3951138.76870982
2670,18229,LBB.325,4981073.033505709,3950792.3981105722
2671,18230,LBB.326,4978203.51265817,3950990.9639043524
2672,18231,LBB.346,4982935.92007643,3952003.5171786007
2673,18232,LBB.347,4982824.527863452,3951001.2676915643
2674,18233,LBB.327,4979494.620192134,3950793.759050946
2675,18234,LBB.328,4981242.183581586,3948679.1763335094
2676,18238,LBB.332,4979002.763321049,3945447.953134999
2677,18239,LBB.333,4979820.693762451,3946044.540450897
2678,18240,LBB.334,4976405.795091576,3948516.6340615987
2680,18242,LBB.336,4979067.7357228575,3948208.6236362304
2681,18243,LBB.337,4975711.10393538,3945094.0189374383
2683,18245,LBB.339,4978685.134227744,3944345.8239440173
2684,18246,LBB.340,4985950.495948519,3953796.17654089
2685,18247,LBB.341,4993002.461406647,3953468.571420867
2686,18248,LBB.350,4987735.613278756,3950979.574165771
2687,18249,LBB.351,4987689.408139608,3950798.2351229773
2688,18250,LBB.352,4987738.578377295,3950562.882287771
2689,18266,LBB.368,5003236.250043838,3945220.878683808
2690,18251,LBB.353,4988840.259309317,3949695.804220545
2691,18252,LBB.354,4989554.290232228,3948807.8910036385
2692,18253,LBB.355,4989401.200002619,3948247.9867509794
2693,18254,LBB.356,4986953.395754648,3948389.9585237126
2694,18255,LBB.357,4983369.163128761,3947827.63935136
2695,18282,LBB.383,5012818.014442293,3945171.684271712
2696,18296,LBB.396,5016819.253266597,3950147.0187310125
2698,18257,LBB.359,4982632.83920977,3944210.9090542323
2699,18258,LBB.360,4984024.490551554,3944290.394177534
2700,18259,LBB.361,4985438.41043716,3942659.9198105545
2701,18260,LBB.362,4989916.282902142,3947070.404317905
2702,18289,LBB.391,5020571.741738478,3955724.007317518
2704,18262,LBB.364,4994607.496948876,3946953.1014882615
2705,18263,LBB.365,4995075.911195643,3947187.820234885
2706,18264,LBB.366,5001153.036049308,3949148.6896321494
2707,18265,LBB.367,5003056.912362872,3947202.0446574814
2708,18267,LBB.369,5011215.125308235,3955955.4489352345
2709,18268,LBB.370,5011684.073349481,3953583.3077884843
2710,18269,LBB.371,5011947.16093936,3951155.2843807777
2711,18270,LBB.656,5034629.617229989,3916751.6844365373
2712,18271,LBB.372,5012811.286231681,3951348.6283019227
2713,18272,LBB.373,5012268.382413895,3950497.097372564
2714,18464,LBB.561,4955468.682181075,3919669.5111754183
2715,18273,LBB.374,5007103.939468681,3951537.9559399853
2716,18274,LBB.375,5008234.811340229,3950412.026609417
2717,18275,LBB.376,5008715.707242816,3950020.41869743
2719,18277,LBB.378,5007034.0499122,3943862.6073315507
2720,18278,LBB.379,5008775.907422258,3944041.136906016
2721,18279,LBB.380,5008062.596021962,3943183.248926164
2722,18280,LBB.381,5008857.744906018,3942559.2047651294
2723,18281,LBB.382,5009800.282647388,3942593.80645111
2725,18284,LBB.385,5017350.131092324,3955737.0300867055
2726,18285,LBB.386,5015745.167432195,3953616.551351248
2727,18286,LBB.387,5015497.523426642,3952673.5422244645
2728,18287,LBB.388,5015825.821034516,3951643.7453422206
2729,18288,LBB.390,5018737.8656407865,3956222.690330075
2730,18290,LBB.392,5017935.24559536,3954540.3935401686
2731,18291,LBB.393,5021015.164547892,3954282.633148553
2732,18292,LBB.394,5017676.515389772,3952909.375377533
2733,18293,LBB.449,4972097.6877621,3936568.3764038207
2734,18294,LBB.505,4978178.546970688,3931356.815054639
2735,18295,LBB.395,5023460.2611459205,3951645.380872128
2736,18297,LBB.397,5017509.690903264,3949619.8853811845
2737,18298,LBB.398,5018080.768318312,3948078.3061214103
2738,18299,LBB.399,5017910.299948045,3947362.070542139
2740,18301,LBB.401,5021452.236742896,3947832.035982233
2741,18302,LBB.402,5024268.806188188,3950308.867548623
2742,18303,LBB.403,5025764.045376008,3948048.6771337907
2743,18314,LBB.478,4987227.937962857,3939709.932333251
2744,18304,LBB.404,5028383.696325489,3944217.963852532
2745,18305,LBB.405,5029784.128681725,3943130.244874086
2746,18306,LBB.410,4956183.394396368,3941384.9603432175
2747,18307,LBB.461,4963798.293329965,3931100.5788946217
2748,18308,LBB.506,4977909.348111782,3931019.2234490206
2749,18342,LBB.439,4963760.827333076,3936451.3410636503
2750,18403,LBB.501,4991965.000508554,3932259.6725526135
2751,18309,LBB.406,5029706.698557492,3941651.4746798635
2752,18310,LBB.407,5035702.318872459,3947344.3558569886
2753,18311,LBB.408,5033588.9541932605,3945655.825254942
2754,18312,LBB.409,5038388.158222802,3942742.9017948653
2755,18313,LBB.419,4963937.736193602,3946480.2209136104
2756,18351,LBB.448,4968463.544864489,3935995.317482879
2757,18315,LBB.411,4954333.319992491,3941005.327895776
2758,18316,LBB.412,4956753.549880528,3940859.813013713
2759,18317,LBB.413,4952217.771432205,3938827.777468526
2760,18318,LBB.414,4950181.2481129095,3935326.1651409934
2761,18319,LBB.415,4949255.849313251,3933021.126283657
2762,18320,LBB.416,4961310.352106575,3946492.997239626
2763,18321,LBB.417,4962890.401977271,3946402.397844138
2764,18322,LBB.418,4962780.760547493,3945828.9239838873
2765,18323,LBB.420,4963509.227694847,3942729.661473761
2766,18324,LBB.421,4960005.160008198,3942625.0092760366
2767,18325,LBB.422,4960870.898614239,3941028.6859181104
2768,18326,LBB.423,4960818.948615774,3940793.1656217957
2769,18327,LBB.424,4964086.855296787,3942179.4349165605
2770,18328,LBB.425,4962976.522825152,3940093.5479353922
2771,18329,LBB.438,4963139.389590781,3936557.0571508235
2772,18330,LBB.426,4965070.830058268,3940131.4397395058
2773,18331,LBB.427,4965239.971964543,3939946.3827290726
2774,18332,LBB.428,4964746.180520065,3939466.249366826
2775,18333,LBB.429,4965446.482366021,3939148.5854427717
2776,18334,LBB.430,4964544.851849191,3938480.840209577
2777,18335,LBB.431,4961643.17918869,3938207.3154990333
2778,18336,LBB.432,4960941.99325374,3937451.8328314894
2779,18337,LBB.433,4963730.0272487365,3937976.7903750716
2780,18338,LBB.434,4965095.440725498,3938304.0334378015
2781,18339,LBB.435,4967127.054594665,3937970.485898827
2782,18340,LBB.436,4968107.538002992,3939755.4255558425
2783,18341,LBB.437,4969274.183124132,3939039.0047802385
2784,18343,LBB.440,4963814.743062028,3936172.330472564
2785,18344,LBB.441,4963582.538202115,3935994.2886984088
2786,18345,LBB.442,4962977.9940708345,3935566.4343930744
2787,18346,LBB.443,4962216.781981581,3933673.2562179994
2788,18347,LBB.444,4966257.473731645,3937128.2626288896
2789,18348,LBB.445,4966582.052414208,3937654.3745041387
2790,18349,LBB.446,4966743.835878599,3936558.418989521
2791,18350,LBB.447,4967196.737382703,3936396.8555783704
2792,18352,LBB.472,4981663.435441527,3941382.8264363282
2793,18353,LBB.450,4969351.753355292,3935325.107274731
2794,18354,LBB.451,4972543.165512777,3936010.966887696
2795,18355,LBB.452,4968737.120076692,3934952.9048665953
2796,18356,LBB.453,4968391.910990686,3934651.5246974826
2797,18357,LBB.454,4970002.470168687,3933901.881347637
2798,18358,LBB.455,4970758.578825686,3933452.786398653
2799,18359,LBB.479,4986714.563011,3938186.8162103845
2800,18360,LBB.456,4962274.574048268,3932102.8003528523
2801,18361,LBB.457,4963398.863572466,3932863.383887091
2802,18362,LBB.458,4964203.181924731,3932550.7870143824
2803,18363,LBB.459,4964697.546166839,3931835.156462492
2804,18368,LBB.465,4966148.364178862,3929262.508487316
2805,18369,LBB.466,4968188.6408759365,3932270.250034333
2806,18370,LBB.467,4969643.371489916,3931973.384903307
2807,18371,LBB.468,4971626.697670717,3930081.526871121
2808,18364,LBB.460,4966127.468204781,3930722.4586272496
2809,18365,LBB.462,4963865.106888459,3930182.8919642055
2810,18366,LBB.463,4966399.5903786,3930072.009543906
2811,18367,LBB.464,4964893.402209387,3929588.068483424
2812,18404,LBB.502,4993068.476081678,3932470.9082633755
2813,18372,LBB.469,4976078.602760388,3942943.2640943583
2814,18373,LBB.657,5040405.619671009,3927861.6836618185
2815,18374,LBB.470,4980197.439061631,3942975.036132525
2816,18375,LBB.471,4980903.041426874,3941361.7938135085
2817,18376,LBB.474,4971578.809081166,3939508.215304396
2818,18377,LBB.475,4974147.901252559,3938754.9294478544
2819,18378,LBB.476,4975400.200739266,3938438.3058886454
2821,18380,LBB.496,4985489.792456305,3935603.972040152
2822,18381,LBB.480,4985203.95842827,3937319.9538080986
2823,18382,LBB.481,4985424.65160273,3936442.3321349984
2824,18383,LBB.482,4975009.013082874,3935861.032110863
2825,18384,LBB.483,4975814.341677097,3935087.9411465717
2826,18385,LBB.484,4973540.564289547,3935805.628865691
2827,18386,LBB.485,4974510.918886312,3935151.423016321
2828,18387,LBB.486,4974266.630273935,3935041.6203161054
2829,18396,LBB.493,4983094.634134321,3933142.6839335873
2830,19732,HOC.822,5044248.4373233,3802894.941653522
2831,18388,LBB.487,4974511.217157687,3934551.513149404
2832,18389,LBB.497,4986600.445720142,3934912.733775066
2833,18390,LBB.599,4978073.689251601,3921260.6229920415
2834,18391,LBB.488,4977867.959620785,3934446.406442506
2835,18392,LBB.489,4977266.817802452,3933460.886706198
2836,18393,LBB.490,4977431.3381240405,3933537.4123466746
2837,18394,LBB.491,4981588.3784851795,3935238.1415618123
2838,18395,LBB.492,4981422.971641577,3934545.156222608
2839,18397,LBB.494,4983758.642940795,3932140.977154674
2840,18398,LBB.495,4984707.35185541,3935606.5725517035
2841,18399,LBB.768,5023524.884748274,3900365.2852713456
2842,18400,LBB.498,4986590.357113145,3933993.9514622246
2843,18401,LBB.499,4988472.116754577,3933442.3528550663
2844,18402,LBB.500,4991574.013384095,3932774.0514422664
2845,13753,AKK.0235,4962744.740360873,3855793.289350345
2846,18405,LBB.503,4976217.291439558,3932265.775297272
2847,18406,LBB.504,4977131.094651194,3931338.5130311004
2848,18407,LBB.507,4979356.164217104,3931031.7959950576
2849,18408,LBB.508,4977848.202527636,3930176.5812760186
2850,18409,LBB.509,4977377.657729094,3929619.821221388
2851,18410,LBB.510,4979393.687543622,3929068.7640455933
2852,18411,LBB.511,4987292.998751268,3931267.3742511035
2853,18412,LBB.631,4998123.61849107,3919057.104941484
2854,18413,LBB.512,4989363.900663261,3930643.386471652
2855,18414,LBB.513,4990214.985812592,3930406.530217803
2856,18415,LBB.514,4990835.918765994,3928796.424956336
2857,18437,LBB.535,5019139.21273308,3936463.50840032
2858,18416,LBB.515,4995379.6945057325,3940393.2858732254
2859,18417,LBB.516,5005306.690208025,3940309.7567090923
2860,18418,LBB.517,5003313.043762851,3939223.6798912967
2861,18419,LBB.523,5009230.085742798,3940637.000090028
2862,18420,LBB.518,5002491.932419434,3938244.273857185
2863,18421,LBB.519,5006487.901943494,3938202.725394407
2864,18422,LBB.520,4998777.474503572,3936323.7431996083
2865,18453,LBB.550,5027759.755079651,3937607.331618288
2866,18423,LBB.521,5000076.1152842855,3935748.7032581484
2867,18424,LBB.522,4999585.662260468,3933934.976598285
2868,18425,LBB.524,5011813.726195914,3938644.137290538
2869,18426,LBB.525,5012647.138598886,3937121.0926461504
2870,18427,LBB.526,5015188.240503188,3940702.0890171113
2871,18428,LBB.527,5016105.902422936,3939714.675167942
2872,18429,LBB.528,5015549.06357131,3939236.534126593
2873,18430,LBB.529,5016461.029441797,3939153.244007762
2874,18431,LBB.530,5016605.077923257,3938833.538819603
2875,18432,LBB.531,5018091.492744883,3938499.702346956
2876,18433,LBB.532,5017915.441494349,3937520.5084590837
2877,18434,LBB.542,5012227.316057018,3930970.66072662
2878,18435,LBB.533,5019205.390885243,3937726.22501836
2879,18436,LBB.534,5018712.28914286,3936697.8279360128
2880,18438,LBB.536,5011938.709156983,3935423.6089741616
2881,18439,LBB.537,5012278.4540034905,3934773.039964631
2882,18440,LBB.559,4960609.519834442,3925394.601421053
2883,18441,LBB.543,5015704.525691925,3931812.090897107
2885,13797,AKK.0279,4983179.108159144,3849064.6811657483
2886,18443,LBB.539,5015159.427175892,3933015.5222118096
2887,18444,LBB.540,5014447.171966813,3932606.2155149807
2888,18445,LBB.541,5012067.446708751,3931372.084061721
2889,18446,LBB.569,4970600.75451579,3923206.9113279986
2891,18455,LBB.552,5034019.212584726,3937683.5111662615
2892,18465,LBB.562,4965250.487545882,3926562.0171076856
2894,18448,LBB.545,5015034.974859333,3929078.8291247343
2895,18449,LBB.546,5016096.483752624,3928713.298529698
2896,18450,LBB.547,5023541.414264957,3939470.9016043
2897,18451,LBB.548,5022525.995317442,3936528.2804840403
2899,19986,UOK.011,4942289.962696533,3774914.0324611594
2900,18456,LBB.553,5030419.028327758,3934816.2510274537
2901,18457,LBB.554,5031263.210907971,3932155.5536097027
2902,18458,LBB.555,5035149.915549633,3932680.6971660075
2903,18459,LBB.556,4962418.034191776,3929168.629002997
2904,18460,LBB.557,4959562.404944137,3928093.2354785423
2905,18461,LBB.558,4958626.335329032,3926845.2143105282
2906,18462,LBB.570,4969340.767428359,3921269.811153011
2907,18463,LBB.560,4954889.741549555,3921829.604829144
2908,18466,LBB.563,4965111.120783569,3926305.3258520095
2909,18467,LBB.564,4967140.123942223,3926928.709418408
2910,18468,LBB.565,4968945.414331215,3927537.2832947043
2911,18469,LBB.566,4964909.512568778,3924662.550411357
2912,18470,LBB.567,4965595.489633142,3923562.8959045527
2913,18471,LBB.568,4965405.548839875,3922155.603866453
2914,18472,LBB.571,4965432.296978515,3919888.064928093
2915,18480,LBB.577,4970783.275212311,3925517.388203283
2916,18473,LBB.572,4966777.606725303,3919084.316992589
2917,18474,LBB.573,4963881.275474718,3916851.0276568225
2918,18475,LBB.574,4970446.568578483,3915980.4179532174
2919,18476,LBB.575,4970750.844631034,3927049.742504098
2920,18477,LBB.576,4971332.186637509,3925742.8585989475
2921,18478,LBB.585,4974940.159115598,3925627.9450247157
2922,18479,LBB.782,5003974.1187104285,3896377.977389759
2924,18482,LBB.579,4971905.903442919,3925641.9593549916
2925,18483,LBB.580,4972607.070056058,3925138.0404326646
2926,18484,LBB.581,4973525.585186223,3924453.9470587713
2927,18485,LBB.582,4973949.0195518965,3924323.28034053
2928,18486,LBB.583,4973962.978474652,3926121.028387546
2929,18487,LBB.584,4977247.694044669,3926216.3163568936
2930,18490,LBB.588,4976138.010336,3919823.962986571
2931,18491,LBB.597,4983334.668838281,3921967.702054286
2933,18488,LBB.586,4974320.212684364,3919058.8493184107
2934,18489,LBB.587,4975914.467866282,3920305.917371721
2935,18500,LBB.596,4980537.283611559,3924563.048891317
2936,19987,UOK.012,4945059.679675436,3770224.1258302904
2937,18493,LBB.589,4977067.840345571,3919511.2138905376
2938,18494,LBB.590,4975447.393892729,3919399.178164957
2939,18495,LBB.591,4976804.992511039,3918038.4849538216
2940,18496,LBB.592,4977912.336163278,3917265.9889370035
2941,18497,LBB.593,4979976.491560839,3927770.5796913444
2943,18499,LBB.595,4980610.65508102,3925600.8418300375
2944,18501,LBB.600,4977555.138931258,3921032.11760115
2945,18502,LBB.601,4978348.503209577,3921017.402551108
2946,18503,LBB.602,4980531.995999219,3918126.4091498978
2947,18504,LBB.603,4986855.4291808745,3928422.883716024
2948,18505,LBB.604,4986789.144079107,3928054.0199537477
2950,18507,LBB.605,4986599.353285426,3927785.5424451893
2951,18508,LBB.667,4963250.768848431,3905497.0581695046
2952,18509,LBB.606,4990467.3870319035,3928534.3484956017
2953,18510,LBB.607,4989433.720008526,3923870.4684808664
2955,18512,LBB.609,4986448.456693373,3920888.1383995893
2956,18521,LBB.618,4993455.9224566445,3916204.072773461
2957,18513,LBB.610,4988757.922687426,3921366.133794543
2958,18514,LBB.611,4990982.319127176,3920922.6794494847
2959,18515,LBB.612,4991756.579603122,3920395.0793654067
2960,18516,LBB.613,4990993.828120131,3920141.604887528
2961,18517,LBB.614,4993264.962075063,3918705.498280997
2962,18518,LBB.615,4985879.601112281,3918525.4631121773
2963,18519,LBB.616,4985356.73105138,3917308.0460575675
2964,18520,LBB.617,4985634.62273199,3916847.4069598634
2965,18522,LBB.619,4993515.458376147,3926515.321277811
2966,18523,LBB.648,5018817.80250824,3928127.7235384802
2967,18524,LBB.620,4994459.206616777,3926798.23245846
2968,18525,LBB.621,4994522.831186898,3925901.98480458
2969,18526,LBB.622,4995273.141127689,3925397.001711563
2970,18527,LBB.623,4997802.881159122,3924067.0946711623
2971,18528,LBB.624,4997732.399583714,3924363.647759017
2972,18529,LBB.625,4999547.77324824,3925032.1040785285
2973,18530,LBB.626,5000172.840305609,3923986.2942559826
2974,18531,LBB.644,5017122.606915869,3921871.8006188218
2975,18532,LBB.646,5010275.32843205,3918482.2291733185
2977,18534,LBB.628,4999361.0290100435,3923637.451348822
2978,18535,LBB.629,5000558.638488517,3923139.6487919204
2979,18536,LBB.630,4995783.015519042,3919140.554449256
2980,18537,LBB.632,4998153.860117547,3917170.820829318
2981,18538,LBB.633,5002838.628027191,3926211.9156249617
2982,18539,LBB.634,5005651.825089028,3927500.0570983123
2983,18540,LBB.635,5008676.669351755,3925919.8730559587
2984,18546,LBB.640,5006276.956563064,3919775.996986597
2985,18541,LBB.636,5007382.157258004,3924537.200797788
2987,18543,LBB.637,5008675.635243368,3923172.037355607
2988,18544,LBB.638,5005956.131971056,3922486.494799829
2989,18545,LBB.639,5005925.523146699,3921073.336118927
2991,18548,LBB.642,5003527.639455468,3915307.844641413
2992,18549,LBB.643,5010169.516507324,3922844.9086119886
2993,18550,LBB.649,5018846.916862058,3927437.8760210425
2994,18551,LBB.650,5023950.113341004,3923368.8818285894
2995,18552,LBB.651,5026253.400545193,3922991.520230588
2996,18553,LBB.652,5024786.438555591,3921298.28156492
2997,18577,LBB.671,4978369.9054594645,3907942.396800331
2998,18554,LBB.653,5024232.711762141,3917914.7397026406
2999,18555,LBB.654,5030353.924521518,3925172.9815004156
3001,18557,LBB.658,5044446.762644331,3922783.7875190163
3002,18558,LBB.659,5046665.093869275,3919545.5285226875
3003,18559,LBB.660,5047880.175499247,3914654.5746623464
3004,18560,LBB.661,4962452.227945309,3912414.7572801327
3005,18561,LBB.662,4961802.224181765,3911032.0625716085
3007,18563,LBB.664,4961712.376454788,3910382.327355387
3008,18564,LBB.668,4967274.373359994,3910780.312397289
3009,18565,LBB.669,4969948.510125,3903580.708560418
3010,18566,LBB.665,4962823.947739772,3909094.5867922455
3011,18567,LBB.684,4987613.866737827,3913628.0983624514
3013,18579,LBB.673,4977275.626514534,3904659.5562022575
3014,18569,LBB.674,4980204.920781273,3905197.5632414683
3015,18570,LBB.675,4983495.097763683,3909008.7667422662
3016,18571,LBB.676,4981402.373522348,3904669.542036625
3017,18572,LBB.677,4983051.208688833,3902551.3902290314
3018,18573,LBB.719,5009181.292490783,3908450.267449594
3019,18574,LBB.706,5003882.634892542,3906458.775806943
3020,18575,LBB.666,4962741.717364932,3907665.253595021
3022,18576,LBB.670,4972573.966147716,3913150.5179490084
3023,18580,LBB.678,4982924.951087881,3900759.9743438074
3024,18581,LBB.679,4986770.445560108,3899485.9172662036
3025,18582,LBB.680,4984256.416632772,3914654.8559789
3026,18583,LBB.681,4985221.382148756,3914219.972221415
3027,18584,LBB.682,4986892.043191611,3913662.3338608327
3028,18585,LBB.683,4986961.678111227,3912949.4522610805
3029,18586,LBB.685,4987871.685783153,3913137.0630023223
3030,18587,LBB.686,4988698.278185505,3912964.2356136097
3031,18635,LBB.735,5012817.608489646,3905047.709413358
3032,18588,LBB.711,5007025.1117953,3913267.0852792333
3034,18590,LBB.688,4987960.519861478,3911905.8464898616
3035,18591,LBB.689,4991652.902224481,3914810.6304611214
3036,18592,LBB.690,4989419.44541043,3906347.3537487225
3037,18593,LBB.691,4993548.35135267,3907491.572203902
3038,18594,LBB.692,4993914.663694551,3905989.3271256485
3039,18636,LBB.736,5014471.343350721,3901833.4980224604
3040,18595,LBB.693,4993530.679057556,3899881.5624478273
3041,18596,LBB.783,5005119.331875991,3896447.7480786266
3042,18597,LBB.694,4996283.993849296,3910312.540212863
3043,18598,LBB.695,4998753.38075445,3905586.7250111746
3044,18599,LBB.696,4999765.229746874,3905807.0125912568
3045,18600,LBB.697,4997744.389678965,3902596.667960778
3046,18601,LBB.698,4999586.233889815,3902569.857075369
3047,18602,LBB.718,5010226.016321252,3909977.9109396003
3048,18603,LBB.699,4996564.575420908,3900343.042170979
3050,18605,LBB.701,5003727.939726716,3913788.119685987
3051,18637,LBB.737,5013792.353897815,3899947.5811500726
3052,18606,LBB.702,5003206.910299716,3912245.0174358888
3053,18607,LBB.703,5003319.014399652,3910384.1346335066
3055,18609,LBB.707,5005756.408561238,3914823.157039335
3056,18610,LBB.708,5006931.6508111805,3913743.993243569
3057,18611,LBB.709,5007623.191394178,3913860.4354960597
3058,18612,LBB.710,5005756.746332024,3912927.457374576
3059,18613,LBB.784,5006749.350200473,3898142.8495526835
3060,18614,LBB.712,5007679.793292018,3913008.7906683586
3061,18615,LBB.713,5007018.598979368,3912222.4090100164
3062,18616,LBB.714,5008201.247562569,3912369.419394435
3063,18617,LBB.715,5009118.1831432935,3912193.6755749243
3064,18618,LBB.716,5008783.163971823,3910487.958166026
3065,18619,LBB.717,5010476.251499291,3910948.2110595433
3066,18620,LBB.720,5008678.383950592,3906964.816959814
3067,18621,LBB.721,5008292.566553237,3904945.4972338285
3068,18622,LBB.722,5006447.637681676,3904799.8052064017
3069,18623,LBB.723,5008269.000765897,3904479.3835313073
3070,18624,LBB.724,5009627.669553265,3903966.9293603846
3071,18625,LBB.725,5008177.091443884,3903103.9113586787
3072,18626,LBB.726,5007180.806001468,3902149.4363613585
3074,18628,LBB.728,5012732.561918826,3916410.368747318
3075,18629,LBB.729,5013280.719173572,3916189.4118900895
3076,18630,LBB.730,5014283.117192065,3915047.035813912
3077,18631,LBB.731,5012073.383046849,3914004.1465318096
3078,18632,LBB.732,5011615.302120789,3910182.5498944903
3079,18633,LBB.733,5012410.941586782,3905172.0883061765
3081,18638,LBB.738,5016560.051612349,3912730.1934968834
3082,18639,LBB.739,5018332.834353908,3913050.1875579013
3083,18640,LBB.740,5020838.321104155,3914652.1808420355
3084,18641,LBB.741,5016428.326400828,3911065.28798916
3085,18642,LBB.742,5017387.010868229,3911182.7765336614
3086,18643,LBB.743,5018013.857269526,3910294.0647718464
3087,18644,LBB.744,5021171.634809442,3911760.551899756
3088,18645,LBB.745,5024434.013796785,3911894.6979743037
3090,18647,LBB.750,5021546.4288881635,3907807.8470679065
3091,18648,LBB.751,5020566.448853122,3907709.138224228
3092,18649,LBB.752,5024617.756778224,3910242.441475003
3093,18650,LBB.746,5025104.178870045,3914384.6585690454
3095,18652,LBB.748,5019149.201980369,3908952.103638094
3096,18653,LBB.753,5025899.684397692,3909844.213445464
3097,18654,LBB.754,5024309.310815977,3908297.2928032954
3098,18655,LBB.755,5026351.863325071,3907293.3558783336
3100,18657,LBB.757,5031689.611156888,3907544.417733633
3101,18658,LBB.758,5034234.179674849,3908049.953224025
3102,18659,LBB.759,5034759.245804765,3906737.40791763
3103,18660,LBB.765,5021604.955280956,3902259.387689477
3104,18661,LBB.766,5022586.514112139,3902147.745713086
3105,18662,LBB.767,5022545.502850667,3900588.242614925
3106,18666,LBB.763,5017440.924671744,3903621.026553141
3107,18667,LBB.764,5017404.82213152,3902179.100274316
3108,18668,LBB.769,5024270.126077501,3904361.9854426677
3110,18663,LBB.760,5032686.48831029,3906399.4760956937
3111,18664,LBB.761,5036976.006991741,3903704.3694844404
3112,18665,LBB.762,5017858.928595755,3904646.5615013405
3113,18670,LBB.771,5026329.104862376,3901664.0248110504
3114,18671,LBB.772,5027136.210692406,3902121.429758319
3115,18672,LBB.773,5027719.859923243,3901578.4001660994
3116,18673,LBB.774,5026633.040058801,3899752.3256137846
3117,18674,LBB.785,5007200.873192563,3896529.634595286
3120,18677,LBB.777,5030294.391451914,3899396.2434774805
3121,18678,LBB.778,5040076.237990626,3900410.009663948
3122,18679,LBB.779,4999082.580188201,3887470.185951727
3123,18680,LBB.780,5001127.324604649,3897322.392691695
3124,18681,LBB.781,5003890.854735601,3898068.1011394155
3125,18682,LBB.786,5007360.084694827,3895622.9182358496
3126,18683,LBB.787,5010076.523600291,3897066.6756307012
3127,18684,LBB.788,5009544.242740347,3896429.921138864
3128,18685,LBB.789,5010191.319282377,3895608.023103537
3129,18686,LBB.790,5007194.046383475,3889086.409005433
3130,18687,LBB.810,5030654.096309011,3898438.4503976693
3131,18688,LBB.795,5014153.5083023645,3897090.377434577
3132,18689,LBB.796,5015663.743354386,3896143.8103506803
3133,18690,LBB.797,5013142.055012092,3894480.828049469
3134,18691,LBB.798,5012674.092873761,3883603.678230837
3135,18697,LBB.799,5018497.2497288175,3899002.6335395686
3137,18693,LBB.792,5013350.11258565,3896759.7432797495
3138,18694,LBB.793,5014284.647788939,3897755.136604343
3139,18695,LBB.794,5015493.882381919,3897689.540375767
3140,18696,LBB.827,5018202.114482421,3886838.9480423373
3141,18698,LBB.800,5020711.629065613,3897869.7444005283
3142,18699,LBB.801,5019318.190672329,3895979.85171921
3143,18700,LBB.802,5019651.62035743,3893935.625200589
3144,18701,LBB.803,5019987.743226554,3894711.533361427
3145,18702,LBB.804,5021771.821122863,3895266.1510881814
3146,18703,LBB.805,5019997.723620249,3891965.3965659863
3147,18704,LBB.806,5024637.684863745,3891934.945096938
3149,18706,LBB.808,5026838.359895419,3893464.71125122
3150,18707,LBB.809,5030484.179862135,3893725.7264045128
3151,18708,LBB.811,5031638.544884012,3898414.6619888605
3152,18709,LBB.812,5031071.118949856,3898013.517823174
3153,18710,LBB.813,5031967.234464259,3896364.4020239715
3154,18711,LBB.814,5032146.3197927065,3895912.7178116157
3155,18712,LBB.815,5035100.717067266,3896889.9918543356
3158,18714,LBB.817,5033377.20061976,3894583.5731867496
3159,18715,LBB.818,5033809.935758615,3894046.641763809
3160,18716,LBB.819,5032401.253019531,3892556.0107258596
3161,18717,LBB.820,5033314.659751052,3892973.822942958
3162,18718,LBB.821,5034760.608639668,3892910.411533886
3163,18720,LBB.823,5036641.331375137,3890972.312275892
3164,18721,LBB.824,5036740.558084502,3890413.7349526864
3165,18722,LBB.825,5037161.38927189,3889439.1332213674
3167,18724,LBB.828,5021895.908203087,3887376.296223723
3168,18725,LBB.829,5021113.611790935,3884246.4024218936
3169,18726,LBB.830,5022641.169050657,3881919.4144992093
3170,18727,LBB.831,5023586.2258135015,3881927.219161394
3171,18728,LBB.832,5025655.008366971,3885284.2726098555
3173,18730,LBB.834,5030679.814650855,3885842.487297041
3174,18731,LBB.835,5038965.995116785,3888014.3813128485
3175,18732,LBB.836,5039877.900617678,3887581.85303362
3176,18752,LBB.856,5052399.179113517,3863876.494325243
3177,18733,LBB.837,5039209.520319217,3887358.2325521694
3178,18734,LBB.838,5040660.0935101835,3885590.4836227684
3179,18735,LBB.839,5041769.4176935,3885689.9313931945
3180,18736,LBB.840,5041124.615535816,3883871.162868802
3181,18737,LBB.841,5044639.288353627,3883432.173462887
3182,18738,LBB.842,5043526.461004306,3881908.5297565516
3183,18739,LBB.843,5024700.679595708,3873227.933636056
3184,18759,LBB.863,4901237.025891873,4056910.256515516
3186,18741,LBB.845,5033689.0685009435,3875501.017057632
3187,18742,LBB.846,5038699.6930017015,3874296.355696195
3188,18743,LBB.847,5039726.872511074,3873608.185872949
3189,18744,LBB.848,5042256.7325822245,3876331.2629060214
3190,18745,LBB.849,5044312.402960139,3880283.2855803384
3191,18746,LBB.850,5046888.513027673,3874442.9185488364
3192,18747,LBB.851,5047675.296970474,3873284.368748418
